Frame_Number,Inference_Time_sec,FPS,Total_Birds,Max_Confidence,Avg_Confidence
358,0.14064,7.11,0,0.0,0.0
359,0.13907,7.19,0,0.0,0.0
360,0.13988,7.15,0,0.0,0.0
361,0.13851,7.22,0,0.0,0.0
362,0.13996,7.14,0,0.0,0.0
363,0.13733,7.28,0,0.0,0.0
364,0.14204,7.04,0,0.0,0.0
365,0.13947,7.17,0,0.0,0.0
366,0.13937,7.18,0,0.0,0.0
367,0.13822,7.23,0,0.0,0.0
368,0.14189,7.05,0,0.0,0.0
369,0.1437,6.96,0,0.0,0.0
370,0.13878,7.21,0,0.0,0.0
371,0.13903,7.19,0,0.0,0.0
372,0.14369,6.96,0,0.0,0.0
373,0.13842,7.22,0,0.0,0.0
374,0.14022,7.13,0,0.0,0.0
375,0.14279,7.0,0,0.0,0.0
376,0.13874,7.21,0,0.0,0.0
377,0.13981,7.15,0,0.0,0.0
378,0.13991,7.15,0,0.0,0.0
379,0.13964,7.16,0,0.0,0.0
380,0.13788,7.25,0,0.0,0.0
381,0.13895,7.2,0,0.0,0.0
382,0.14219,7.03,0,0.0,0.0
383,0.13822,7.23,0,0.0,0.0
384,0.14061,7.11,0,0.0,0.0
385,0.14319,6.98,0,0.0,0.0
386,0.1406,7.11,0,0.0,0.0
387,0.13912,7.19,0,0.0,0.0
388,0.13841,7.23,0,0.0,0.0
389,0.13936,7.18,0,0.0,0.0
390,0.14804,6.75,0,0.0,0.0
391,0.14634,6.83,0,0.0,0.0
392,0.13906,7.19,0,0.0,0.0
393,0.14003,7.14,0,0.0,0.0
394,0.13885,7.2,0,0.0,0.0
395,0.13914,7.19,0,0.0,0.0
396,0.1392,7.18,0,0.0,0.0
397,0.14268,7.01,0,0.0,0.0
398,0.1395,7.17,0,0.0,0.0
399,0.14332,6.98,0,0.0,0.0
400,0.14169,7.06,0,0.0,0.0
401,0.139,7.19,0,0.0,0.0
402,0.13919,7.18,0,0.0,0.0
403,0.14082,7.1,0,0.0,0.0
404,0.14253,7.02,0,0.0,0.0
405,0.14098,7.09,0,0.0,0.0
406,0.13752,7.27,0,0.0,0.0
407,0.14483,6.9,0,0.0,0.0
408,0.14089,7.1,0,0.0,0.0
409,0.1376,7.27,0,0.0,0.0
410,0.14111,7.09,0,0.0,0.0
411,0.14458,6.92,0,0.0,0.0
412,0.14883,6.72,0,0.0,0.0
413,0.1428,7.0,0,0.0,0.0
414,0.13886,7.2,0,0.0,0.0
415,0.1399,7.15,0,0.0,0.0
416,0.13991,7.15,0,0.0,0.0
417,0.14041,7.12,0,0.0,0.0
418,0.13878,7.21,0,0.0,0.0
419,0.13962,7.16,0,0.0,0.0
420,0.14031,7.13,0,0.0,0.0
421,0.13832,7.23,0,0.0,0.0
422,0.13877,7.21,0,0.0,0.0
423,0.14267,7.01,0,0.0,0.0
424,0.13827,7.23,0,0.0,0.0
425,0.14023,7.13,0,0.0,0.0
426,0.14221,7.03,0,0.0,0.0
427,0.14249,7.02,0,0.0,0.0
428,0.1456,6.87,0,0.0,0.0
429,0.13809,7.24,0,0.0,0.0
430,0.13883,7.2,0,0.0,0.0
431,0.13792,7.25,0,0.0,0.0
432,0.13984,7.15,0,0.0,0.0
433,0.14028,7.13,0,0.0,0.0
434,0.14069,7.11,0,0.0,0.0
435,0.14191,7.05,0,0.0,0.0
436,0.14707,6.8,0,0.0,0.0
437,0.14451,6.92,0,0.0,0.0
438,0.13885,7.2,0,0.0,0.0
439,0.14241,7.02,0,0.0,0.0
440,0.14205,7.04,0,0.0,0.0
441,0.14537,6.88,0,0.0,0.0
442,0.14297,6.99,0,0.0,0.0
443,0.14739,6.78,0,0.0,0.0
444,0.14232,7.03,0,0.0,0.0
445,0.13944,7.17,0,0.0,0.0
446,0.14037,7.12,0,0.0,0.0
447,0.14573,6.86,0,0.0,0.0
448,0.14211,7.04,0,0.0,0.0
449,0.13978,7.15,0,0.0,0.0
450,0.13842,7.22,0,0.0,0.0
451,0.14041,7.12,0,0.0,0.0
452,0.14283,7.0,0,0.0,0.0
453,0.13917,7.19,0,0.0,0.0
454,0.14437,6.93,0,0.0,0.0
455,0.14019,7.13,0,0.0,0.0
456,0.13901,7.19,0,0.0,0.0
457,0.14514,6.89,0,0.0,0.0
458,0.141,7.09,0,0.0,0.0
459,0.14014,7.14,0,0.0,0.0
460,0.14021,7.13,0,0.0,0.0
461,0.14299,6.99,0,0.0,0.0
462,0.14578,6.86,0,0.0,0.0
463,0.1377,7.26,0,0.0,0.0
464,0.138,7.25,0,0.0,0.0
465,0.14451,6.92,0,0.0,0.0
466,0.14233,7.03,0,0.0,0.0
467,0.14017,7.13,0,0.0,0.0
468,0.13936,7.18,0,0.0,0.0
469,0.13977,7.15,0,0.0,0.0
470,0.14606,6.85,0,0.0,0.0
471,0.14266,7.01,0,0.0,0.0
472,0.14499,6.9,0,0.0,0.0
473,0.14055,7.12,0,0.0,0.0
474,0.13971,7.16,0,0.0,0.0
475,0.13879,7.21,0,0.0,0.0
476,0.14578,6.86,0,0.0,0.0
477,0.1434,6.97,0,0.0,0.0
478,0.1449,6.9,0,0.0,0.0
479,0.13823,7.23,0,0.0,0.0
480,0.14142,7.07,0,0.0,0.0
481,0.13784,7.25,0,0.0,0.0
482,0.1453,6.88,0,0.0,0.0
483,0.145,6.9,0,0.0,0.0
484,0.13906,7.19,0,0.0,0.0
485,0.13786,7.25,0,0.0,0.0
486,0.1439,6.95,0,0.0,0.0
487,0.14196,7.04,0,0.0,0.0
488,0.138,7.25,0,0.0,0.0
489,0.14095,7.09,0,0.0,0.0
490,0.13937,7.18,0,0.0,0.0
491,0.14125,7.08,0,0.0,0.0
492,0.13958,7.16,0,0.0,0.0
493,0.13777,7.26,0,0.0,0.0
494,0.14342,6.97,0,0.0,0.0
495,0.14317,6.98,0,0.0,0.0
496,0.1381,7.24,0,0.0,0.0
497,0.14165,7.06,0,0.0,0.0
498,0.13816,7.24,0,0.0,0.0
499,0.14449,6.92,0,0.0,0.0
500,0.14187,7.05,0,0.0,0.0
501,0.13971,7.16,0,0.0,0.0
502,0.14141,7.07,0,0.0,0.0
503,0.1387,7.21,0,0.0,0.0
504,0.13944,7.17,0,0.0,0.0
505,0.1436,6.96,0,0.0,0.0
506,0.14228,7.03,0,0.0,0.0
507,0.14023,7.13,0,0.0,0.0
508,0.14636,6.83,0,0.0,0.0
509,0.14383,6.95,0,0.0,0.0
510,0.14222,7.03,0,0.0,0.0
511,0.14049,7.12,0,0.0,0.0
512,0.14432,6.93,0,0.0,0.0
513,0.14293,7.0,0,0.0,0.0
514,0.14352,6.97,0,0.0,0.0
515,0.14151,7.07,0,0.0,0.0
516,0.14033,7.13,0,0.0,0.0
517,0.14075,7.11,0,0.0,0.0
518,0.14297,6.99,0,0.0,0.0
519,0.14349,6.97,0,0.0,0.0
520,0.14063,7.11,0,0.0,0.0
521,0.14059,7.11,0,0.0,0.0
522,0.13901,7.19,0,0.0,0.0
523,0.13991,7.15,0,0.0,0.0
524,0.1417,7.06,0,0.0,0.0
525,0.13995,7.15,0,0.0,0.0
526,0.13907,7.19,0,0.0,0.0
